authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Yoon-Chul Choy	computer science	virtual environment	knowledge base
Ricardo Carelli	mobile robot	visualization	robot control
Johan Nordlander	functional programming	real time system	semantics
Serhan Dagtas	information retrieval	virtual environment	search engine
Nicolae Tapus	computer architecture	networking	distributed systems
Shiuhpyng Shieh	fault tolerance	cryptography	security
Sachin Katti	networking	signal processing	communications
Zuohua Ding	data mining	model checking	petri net
Iain S. Duff	distributed computing	scientific computing	numerical method
Bruce A. MacDonald	mobile robot	speech recognition	computer engineering
Amir Karniel	computational model	control system	adaptive systems
Mohammad Abdollahi Azgomi	performance	modeling	privacy
A. Di Stefano	neural networks	expert system	in vivo
James R. Lee	approximation algorithm	dimensionality reduction	random graph
Lorenzo Marconi	nonlinear system	robust control	fault diagnosis
Dalila Szostak	ethnography	user experience	human computer interaction
Harold Ossher	software engineering	programming language	human computer interaction
Rodney M. Goodman	neural networks	pattern recognition	information theory
Prasad Tetali	approximation algorithm	markov chain	random graph
Brian E. Mennecke	virtual world	decision support system	geographic information system
J. Ángel Velázquez-Iturbide	programming language	interaction technique	functional programming
Caroline Hummels	virtual reality	case study	design process
Hyun-Ki Kim	neural networks	genetic algorithm	particle swarm optimization
George Karypis	data mining	parallel computing	recommender system
Dag I. K. Sjøberg	software engineering	information system	software system
Alexander Maedche	semantic web	information extraction	knowledge base
Jonny Vinter	embedded system	fault tolerance	control system
Joel Brynielsson	computer science	internet	game theory
Dingfang Chen	virtual reality	finite element analysis	logic
Wichian Premchaiswadi	information retrieval	image retrieval	data analysis
Donald D. Eisenstein	control system	dynamical system	self organization
Horst Hellbrück	wireless sensor network	wireless communication	internet of things
Richard Werner Nelem Pazzi	wireless sensor network	wireless network	virtual environment
Daniel D. Lee	genomics	bioinformatics	gene regulation
Chun Che Fung	data mining	neural networks	machine learning
Tsung-Ying Sun	genetic algorithm	particle swarm optimization	global optimization
Jai Dayal	computational model	data analysis	data model
Nobuyuki Umetani	computer graphics	computational model	finite element method
Peter N. Belhumeur	computer vision	face recognition	image reconstruction
Venkat Venkatasubramanian	risk analysis	self organization	artificial intelligence
Abdellatif Ennaji	genetic algorithm	feature extraction	image segmentation
David M. Raffo	software engineering	software development	software process
Yongzhao Zhan	wireless sensor network	feature extraction	face recognition
Hany Hassan	machine translation	natural language processing	machine learning
Ken Kaneiwa	semantic web	ontology	knowledge representation
Subir Das	routing protocol	cellular network	access network
Masato Terada	computer network	information security	management system
Dwight Deugo	data mining	genetic programming	web application
Asis Nasipuri	wireless sensor network	sensor network	routing protocol
Shamkant B. Navathe	data mining	database	knowledge base
Frank H. Young	computer science	software engineering	information technology
Mariano Cilia	wireless sensor network	data management	management system
Philip Resnik	machine translation	sentiment analysis	computational linguistics
Ingo Frommholz	machine learning	information retrieval	information system
Anthony Y. Chang	computer science	information retrieval	scheduling algorithm
Philip J. Guo	data structure	information extraction	data analysis
Emilia Garcia	service oriented architecture	complex systems	multi agent system
Mike Reeve	artificial intelligence	operating system	parallel program
Edward Nawarecki	web service	data integration	knowledge discovery
Stephan Wensveen	human computer interaction	design	interaction design
Nigel M. Allinson	image processing	face recognition	field programmable gate array
Giuliano Armano	artificial intelligence	machine learning	pattern recognition
Yuka Tateisi	machine learning	natural language processing	information extraction
Dunlu Peng	service oriented architecture	data integration	query optimization
Václav Rajlich	software engineering	software maintenance	case study
David J. Yates	wireless sensor network	data analysis	high performance computing
Ioannis Andreadis	image retrieval	cellular automata	intelligent systems
Benn R. Konsynski	information system	information technology	decision support system
Hyerim Bae	business process	process model	workflow management
Eric Hsiao-Kuang Wu	routing protocol	ad hoc networks	communication systems
Chongjie Zhang	multi agent system	bioinformatics	reinforcement learning
Marek Rusinkiewicz	database	distributed database	workflow management
Christian Stary	user interface	human computer interaction	business process
Yafei Dai	social network	peer to peer	storage system
John A. Keane	data mining	neural networks	machine learning
Bryan W. Scotney	feature extraction	image processing	finite element method
Gianluca Misuraca	social computing	e government	information and communications technology
Giuseppe Ghiani	user interface	mobile device	web application
Paul Luff	human computer interaction	computer supported cooperative work	video analysis
Joseph M. Hellerstein	data mining	distributed systems	sensor network
Birgit Pröll	information extraction	web application	web engineering
Cliff Changchun Zou	computer network	internet	security
Carsten Rother	machine learning	computer vision	image segmentation
Jeong-Mo Hong	computer graphics	parallel processing	computer animation
Daniel G. Brown	bioinformatics	probabilistic model	statistical model
Rodolfo Delmonte	computational linguistics	speech processing	semantics
Helen C. Purchase	natural language processing	information visualization	network analysis
Mathias Broxvall	computer science	artificial intelligence	computer graphics
Leila Ismail	cloud computing	grid computing	database
Alok Mishra	software architecture	software maintenance	software process
Anastasios Karakostas	artificial intelligence	computational model	collaborative learning
Sung Hoon Jung	neural networks	computer science	genetic algorithm
Anirban Chakrabarti	distributed systems	grid computing	management system
Dongfeng Cai	data mining	support vector machine	natural language processing
Falko Schmid	knowledge base	data compression	location based services
Raghu Ramakrishnan	database	data mining	information extraction
Patrick Brézillon	expert system	knowledge representation	decision support system
Robert W. Harrison	data mining	bioinformatics	protein structure
Henry D. I. Abarbanel	nonlinear system	dynamical system	neuroscience
Abdul Bais	data mining	computer vision	human computer interaction
Minho Kang	security	access network	mesh network
Christine Rochange	embedded system	static analysis	hardware
Mohammad A. Karim	feature extraction	image processing	pattern recognition
Lydie du Bousquet	software engineering	artificial intelligence	human computer interaction
Solomon Boulos	software engineering	computer graphics	data structure
Ross J. Anderson	signal processing	cryptography	information security
D. N. Jayasimha	fault tolerance	parallel processing	computer architecture
Nathalie Henry	social network	interaction technique	social network analysis
Antti Valmari	model checking	state space	process algebra
Trevor Darrell	computer vision	artificial intelligence	object recognition
Marimuthu Palaniswami	wireless sensor network	neural networks	support vector machine
Nammee Moon	computer science	programming language	recommender system
Wen-Chuan Wu	distributed systems	multi agent system	state estimation
Said Boussakta	feature extraction	image processing	computational complexity
Tie Qiu	internet of things	wireless sensor network	big data
V. Chandran	image processing	pattern recognition	biometrics
Mark Stamp	information security	cryptography	machine learning
